"Time" "IBI"
"308" 214599 734.000000000009
"309" 215335 735.99999999999
"310" 216081 746.000000000009
"311" 216815 733.99999999998
"312" 217537 722.000000000008
"313" 218277 740.000000000009
"314" 219021 744
"315" 219749 727.99999999998
"316" 220477 728.000000000009
"317" 221217 740.000000000009
"318" 221943 725.999999999999
"319" 222661 717.999999999989
"320" 223397 735.99999999999
"321" 224131 734.000000000009
"322" 224855 724.000000000018
"323" 225569 713.999999999999
"324" 226307 738
"325" 227039 731.999999999999
"326" 227763 723.99999999999
"327" 228507 744
"328" 229282 775.000000000006
"329" 230028 745.999999999981
"330" 230770 742.000000000019
"331" 231520 750
"332" 232246 725.999999999999
"333" 232949 703.000000000003
"334" 233667 717.999999999989
"335" 234364 697.000000000003
"336" 235032 668.000000000006
"337" 235684 651.999999999987
"338" 236334 650.000000000006
"339" 236980 646.000000000015
"340" 237620 639.999999999986
"341" 238260 639.999999999986
"342" 238924 664.000000000016
"343" 239601 676.999999999992
"344" 240267 665.999999999997
"345" 240927 659.999999999997
"346" 241593 666.000000000025
"347" 242241 647.999999999996
"348" 242866 625
"349" 243481 614.999999999981
"350" 244098 617.000000000019
"351" 244762 663.999999999987
"352" 245410 647.999999999996
"353" 246038 628.000000000014
"354" 246668 629.999999999995
"355" 247283 615.000000000009
"356" 247900 616.99999999999
"357" 248517 616.99999999999
"358" 249151 634.000000000015
"359" 249824 673.000000000002
"360" 250515 691.000000000003
"361" 251204 688.999999999993
"362" 251914 710.000000000008
"363" 252621 706.999999999994
"364" 253330 709.000000000003
"365" 254050 719.999999999999
"366" 254747 697.000000000003
"367" 255416 668.999999999983
"368" 256058 641.999999999996
"369" 256702 644.000000000005
"370" 257356 653.999999999996
"371" 258059 703.000000000031
"372" 258762 702.999999999975
"373" 259469 706.999999999994
"374" 260197 728.000000000009
"375" 260952 754.999999999995
"376" 261666 713.999999999999
"377" 262390 723.99999999999
"378" 263114 724.000000000046
"379" 263811 696.999999999946
"380" 264512 701.000000000022
"381" 265215 703.000000000031
"382" 265927 711.999999999989
"383" 266624 697.000000000003
"384" 267323 698.999999999955
"385" 268016 693.00000000004
"386" 268726 709.99999999998
"387" 269431 704.999999999984
"388" 270143 712.000000000046
"389" 270871 727.999999999952
"390" 271595 724.000000000046
"391" 272347 751.999999999953
"392" 273120 773.000000000025
"393" 273852 732.000000000028
"394" 274592 739.999999999952
"395" 275336 744.000000000028
"396" 276052 716.000000000008
"397" 276782 729.999999999961
"398" 277502 720.000000000027
"399" 278209 706.999999999994
"400" 278910 701.000000000022
"401" 279607 697.000000000003
"402" 280306 698.999999999955
"403" 281005 699.000000000012
"404" 281710 704.999999999984
"405" 282411 701.000000000022
"406" 283118 706.999999999994
"407" 283840 722.000000000037
"408" 284560 719.99999999997
"409" 285292 732.000000000028
"410" 286040 747.99999999999
"411" 286768 728.000000000009
"412" 287506 738
"413" 288265 758.999999999958
"414" 289034 769.000000000005
"415" 289766 732.000000000028
"416" 290512 745.999999999981
"417" 291260 747.99999999999
"418" 291976 716.000000000008
"419" 292708 732.000000000028
"420" 293452 743.999999999971
"421" 294174 721.99999999998
"422" 294908 734.000000000037
"423" 295646 738
"424" 296388 742.000000000019
"425" 297114 725.999999999999
"426" 297848 733.99999999998
"427" 298564 716.000000000008
"428" 299267 702.999999999975
"429" 299956 689.000000000021
"430" 300631 675.000000000011
"431" 301304 673.000000000002
"432" 301962 657.999999999959
"433" 302590 628.000000000043
"434" 303224 633.999999999958
"435" 303851 627.00000000001
"436" 304499 648.000000000025
"437" 305165 665.999999999997
"438" 305848 682.999999999993
"439" 306535 687.000000000012
"440" 307245 709.99999999998
"441" 307959 713.999999999999
"442" 308693 733.99999999998
"443" 309443 750
"444" 310224 781.000000000006
"445" 310966 742.000000000019
"446" 311723 757.000000000005
"447" 312494 771.000000000015
"448" 313249 754.999999999995
"449" 313987 738
"450" 314740 752.999999999986
"451" 315503 762.999999999977
"452" 316241 738
"453" 316989 748.000000000047
"454" 317731 741.999999999962
"455" 318484 752.999999999986
"456" 319224 740.000000000009
"457" 319977 753.000000000043
"458" 320746 768.999999999949
"459" 321480 734.000000000037
"460" 322239 759.000000000015
"461" 322979 739.999999999952
"462" 323686 706.999999999994
"463" 324387 701.000000000022
"464" 325088 701.000000000022
"465" 325775 687.000000000012
"466" 326472 696.999999999946
"467" 327173 701.000000000022
"468" 327870 697.000000000003
"469" 328573 702.999999999975
"470" 329280 707.00000000005
"471" 329996 715.999999999951
"472" 330724 728.000000000009
"473" 331454 730.000000000018
"474" 332188 733.99999999998
"475" 332930 742.000000000019
"476" 333658 728.000000000009
"477" 334396 738
"478" 335132 735.99999999999
"479" 335856 723.99999999999
"480" 336582 725.999999999999
"481" 337320 738
"482" 338072 752.00000000001
"483" 338804 732.000000000028
"484" 339540 735.99999999999
"485" 340286 745.999999999981
"486" 341024 738
"487" 341770 745.999999999981
"488" 342523 753.000000000043
"489" 343253 729.999999999961
"490" 343979 725.999999999999
"491" 344699 720.000000000027
"492" 345415 716.000000000008
"493" 346124 709.000000000003
"494" 346834 709.99999999998
"495" 347560 725.999999999999
"496" 348280 720.000000000027
"497" 349018 738
"498" 349775 757.000000000005
"499" 350550 774.999999999977
"500" 351296 745.999999999981
"501" 352057 761.000000000024
"502" 352838 781.000000000006
"503" 353588 750
"504" 354345 757.000000000005
"505" 355120 774.999999999977
"506" 355936 816.000000000031
"507" 356705 768.999999999949
"508" 357484 778.999999999996
"509" 358269 785.000000000025
"510" 359024 754.999999999995
"511" 359793 769.000000000005
"512" 360576 783.000000000015
"513" 361341 764.999999999986
"514" 362116 774.999999999977
"515" 362909 793.000000000006
"516" 363684 775.000000000034
"517" 364437 752.999999999986
"518" 365194 757.000000000005
"519" 365957 762.999999999977
"520" 366697 740.000000000009
"521" 367441 744.000000000028
"522" 368191 750
"523" 368931 739.999999999952
"524" 369684 753.000000000043
"525" 370459 774.999999999977
"526" 371205 745.999999999981
"527" 371980 775.000000000034
"528" 372788 807.999999999993
"529" 373608 819.999999999993
"530" 374401 793.000000000006
"531" 375231 829.999999999984
"532" 376074 843.000000000018
"533" 376878 803.999999999974
"534" 377686 808.00000000005
"535" 378498 811.999999999955
"536" 379300 802.000000000021
"537" 380073 773.000000000025
"538" 380854 780.999999999949
"539" 381629 775.000000000034
"540" 382402 772.999999999968
"541" 383195 793.000000000006
"542" 383978 783.000000000015
"543" 384749 771.000000000015
"544" 385526 776.999999999987
"545" 386260 733.99999999998
"546" 386986 725.999999999999
"547" 387681 694.999999999993
"548" 388358 677.000000000021
"549" 389016 658.000000000015
"550" 389680 663.999999999987
"551" 390353 673.000000000002
"552" 391077 723.99999999999
"553" 391873 795.999999999992
"554" 392636 763.000000000034
"555" 393432 795.999999999992
"556" 394238 805.999999999983
"557" 395007 769.000000000005
"558" 395762 754.999999999995
"559" 396517 754.999999999995
"560" 397280 763.000000000034
"561" 398014 733.99999999998
"562" 398758 743.999999999971
"563" 399517 759.000000000015
"564" 400257 740.000000000009
"565" 401012 754.999999999995
"566" 401781 769.000000000005
"567" 402558 776.999999999987
"568" 403311 753.000000000043
"569" 404074 762.999999999977
"570" 404859 784.999999999968
"571" 405614 755.000000000052
"572" 406385 770.999999999958
"573" 407154 769.000000000005
"574" 407913 759.000000000015
"575" 408645 731.999999999971
"576" 409379 734.000000000037
"577" 410131 752.00000000001
"578" 410863 731.999999999971
"579" 411609 745.999999999981
"580" 412366 757.000000000005
"581" 413112 746.000000000038
"582" 413867 754.999999999995
"583" 414654 786.999999999978
"584" 415402 747.99999999999
"585" 416152 750
"586" 416911 759.000000000015
"587" 417684 773.000000000025
"588" 418430 745.999999999981
"589" 419183 752.999999999986
"590" 419956 773.000000000025
"591" 420704 747.99999999999
"592" 421448 744.000000000028
"593" 422182 733.99999999998
"594" 422898 716.000000000008
"595" 423626 728.000000000009
"596" 424348 721.99999999998
"597" 425084 735.99999999999
"598" 425818 733.99999999998
"599" 426570 752.00000000001
"600" 427345 775.000000000034
"601" 428100 754.999999999995
"602" 428877 776.999999999987
"603" 429664 786.999999999978
"604" 430437 773.000000000025
"605" 431228 790.999999999997
"606" 432044 815.999999999974
"607" 432878 834.000000000003
"608" 433651 773.000000000025
"609" 434434 783.000000000015
"610" 435225 790.999999999997
"611" 435988 762.999999999977
"612" 436755 766.999999999996
"613" 437536 781.000000000006
"614" 438289 752.999999999986
"615" 439042 753.000000000043
"616" 439805 762.999999999977
"617" 440560 754.999999999995
"618" 441296 735.99999999999
"619" 442030 734.000000000037
"620" 442762 731.999999999971
"621" 443490 728.000000000009
"622" 444232 742.000000000019
"623" 444984 752.00000000001
"624" 445749 764.999999999986
"625" 446487 738
"626" 447246 758.999999999958
"627" 447999 753.000000000043
"628" 448733 733.99999999998
"629" 449488 754.999999999995
"630" 450263 775.000000000034
"631" 451009 745.999999999981
"632" 451772 762.999999999977
"633" 452541 769.000000000005
"634" 453306 764.999999999986
"635" 454061 755.000000000052
"636" 454816 754.999999999995
"637" 455562 745.999999999981
"638" 456292 730.000000000018
"639" 457028 735.99999999999
"640" 457774 745.999999999981
"641" 458504 730.000000000018
"642" 459244 740.000000000009
"643" 459986 741.999999999962
"644" 460720 734.000000000037
"645" 461466 745.999999999981
"646" 462210 744.000000000028
"647" 462963 752.999999999986
"648" 463707 743.999999999971
"649" 464449 742.000000000019
"650" 465189 740.000000000009
"651" 465921 731.999999999971
"652" 466667 746.000000000038
"653" 467415 747.99999999999
"654" 468143 728.000000000009
"655" 468891 747.99999999999
"656" 469656 764.999999999986
"657" 470421 764.999999999986
"658" 471190 769.000000000005
"659" 471975 785.000000000025
"660" 472766 790.999999999997
"661" 473519 752.999999999986
"662" 474278 759.000000000015
"663" 475028 750
"664" 475760 731.999999999971
"665" 476496 736.000000000047
"666" 477230 733.99999999998
"667" 477970 740.000000000009
"668" 478706 735.99999999999
"669" 479456 750
"670" 480229 772.999999999968
"671" 480990 761.000000000024
"672" 481773 783.000000000015
"673" 482562 788.999999999987
"674" 483364 802.000000000021
"675" 484155 790.999999999997
"676" 484983 827.999999999975
"677" 485813 829.999999999984
"678" 486586 773.000000000025
"679" 487359 773.000000000025
"680" 488140 780.999999999949
"681" 488919 778.999999999996
"682" 489676 757.000000000005
"683" 490441 765.000000000043
"684" 491212 770.999999999958
"685" 491964 752.00000000001
"686" 492723 759.000000000015
"687" 493480 757.000000000005
"688" 494220 740.000000000009
"689" 494962 741.999999999962
"690" 495712 750
"691" 496446 734.000000000037
"692" 497199 752.999999999986
"693" 497958 759.000000000015
"694" 498725 766.999999999996
"695" 499475 750
"696" 500240 764.999999999986
"697" 501023 783.000000000015
"698" 501784 760.999999999967
"699" 502545 761.000000000024
"700" 503310 764.999999999986
"701" 504052 742.000000000019
"702" 504798 745.999999999981
"703" 505544 745.999999999981
"704" 506260 716.000000000008
"705" 507004 744.000000000028
"706" 507748 743.999999999971
"707" 508503 754.999999999995
"708" 509256 753.000000000043
"709" 510023 766.999999999996
"710" 510812 788.999999999987
"711" 511564 752.00000000001
"712" 512325 761.000000000024
"713" 513086 760.999999999967
"714" 513845 759.000000000015
"715" 514604 759.000000000015
"716" 515365 760.999999999967
"717" 516144 778.999999999996
"718" 516890 745.999999999981
"719" 517651 761.000000000081
"720" 518416 764.999999999986
"721" 519156 740.000000000009
"722" 519900 743.999999999915
"723" 520642 742.000000000075
"724" 521395 752.999999999929
"725" 522135 740.000000000009
"726" 522900 764.999999999986
"727" 523681 781.000000000063
"728" 524427 745.999999999981
"729" 525202 774.999999999977
"730" 525977 774.999999999977
"731" 526740 763.000000000034
"732" 527492 751.999999999953
"733" 528245 753.000000000043
"734" 529000 754.999999999995
"735" 529744 744.000000000028
"736" 530490 745.999999999981
"737" 531251 760.999999999967
"738" 531987 735.99999999999
"739" 532735 748.000000000047
"740" 533481 745.999999999981
"741" 534223 741.999999999962
"742" 534965 742.000000000075
"743" 535711 745.999999999981
"744" 536463 751.999999999953
"745" 537199 735.99999999999
"746" 537949 750
"747" 538699 750
"748" 539431 732.000000000085
"749" 540175 743.999999999915
"750" 540909 734.000000000037
"751" 541643 734.000000000037
"752" 542383 740.000000000009
"753" 543140 756.999999999948
"754" 543901 761.000000000081
"755" 544660 758.999999999901
"756" 545445 785.000000000082
"757" 546243 798.000000000002
"758" 547030 786.999999999921
"759" 547782 752.000000000066
"760" 548545 762.99999999992
"761" 549304 759.000000000015
"762" 550038 734.000000000037
"763" 550780 741.999999999962
"764" 551530 750
"765" 552282 752.000000000066
"766" 553026 744.000000000028
"767" 553762 735.99999999999
"768" 554502 740.000000000009
"769" 555242 739.999999999895
"770" 556003 761.000000000081
"771" 556774 770.999999999958
"772" 557535 760.999999999967
"773" 558312 777.000000000044
"774" 559116 803.999999999974
"775" 559918 802.000000000021
"776" 560687 769.000000000005
"777" 561472 784.999999999968
"778" 562266 793.999999999983
"779" 563033 767.000000000053
"780" 563788 754.999999999995
"781" 564559 770.999999999958
"782" 565361 802.000000000021
"783" 566140 778.999999999996
"784" 566925 785.000000000082
"785" 567721 795.999999999935
"786" 568486 764.999999999986
"787" 569259 773.000000000025
"788" 570046 787.000000000035
"789" 570872 825.999999999908
"790" 571655 783.000000000015
"791" 572485 830.000000000041
"792" 573334 849.000000000046
"793" 574177 842.999999999961
"794" 574973 795.999999999935
"795" 575787 814.000000000078
"796" 576599 812.000000000012
"797" 577374 774.999999999977
"798" 578135 760.999999999967
"799" 578879 744.000000000028
"800" 579634 754.999999999995
"801" 580376 741.999999999962
"802" 581118 742.000000000075
"803" 581868 750
"804" 582620 751.999999999953
"805" 583393 773.000000000025
"806" 584182 788.999999999987
"807" 584953 770.999999999958
"808" 585710 757.000000000062
"809" 586463 752.999999999929
"810" 587175 712.000000000103
"811" 587913 737.999999999943
"812" 588678 764.999999999986
"813" 589467 788.999999999987
"814" 590238 771.000000000072
"815" 591015 776.99999999993
"816" 591802 787.000000000035
"817" 592604 802.000000000021
"818" 593359 754.999999999995
"819" 594120 760.999999999967
"820" 594879 759.000000000015
"821" 595623 744.000000000028
"822" 596369 745.999999999981
"823" 597115 745.999999999981
"824" 597843 727.999999999952
"825" 598571 728.000000000065
"826" 599301 730.000000000018
"827" 600043 741.999999999962
"828" 600765 721.99999999998
"829" 601497 731.999999999971
"830" 602239 742.000000000075
"831" 603006 766.999999999939
"832" 603752 746.000000000095
"833" 604505 752.999999999929
"834" 605262 757.000000000062
"835" 605998 735.99999999999
"836" 606750 751.999999999953
"837" 607505 754.999999999995
"838" 608257 752.000000000066
"839" 609003 745.999999999981
"840" 609756 752.999999999929
"841" 610525 769.000000000005
"842" 611273 748.000000000047
"843" 612019 745.999999999981
"844" 612792 773.000000000025
"845" 613581 788.999999999987
"846" 614346 764.999999999986
"847" 615101 754.999999999995
"848" 615858 757.000000000062
"849" 616633 774.999999999977
"850" 617377 744.000000000028
"851" 618121 743.999999999915
"852" 618859 738.000000000056
"853" 619583 723.999999999933
"854" 620317 734.000000000037
"855" 621049 731.999999999971
"856" 621769 720.000000000027
"857" 622507 738.000000000056
"858" 623259 751.999999999953
"859" 624014 754.999999999995
"860" 624789 774.999999999977
"861" 625570 781.000000000063
"862" 626323 752.999999999929
"863" 627076 753.000000000043
"864" 627814 737.999999999943
"865" 628548 734.000000000037
"866" 629270 721.99999999998
"867" 629990 720.000000000027
"868" 630704 714.000000000055
"869" 631414 709.999999999923
"870" 632132 718.000000000075
"871" 632854 721.99999999998
"872" 633602 747.999999999934
"873" 634359 757.000000000062
"874" 635128 769.000000000005
"875" 635942 813.999999999965
"876" 636809 866.999999999962
"877" 637602 793.000000000006
"878" 638410 807.999999999993
"879" 639236 826.000000000022
"880" 640005 769.000000000005
"881" 640760 754.999999999995
"882" 641523 763.000000000034
"883" 642300 777.000000000044
"884" 643059 758.999999999901
"885" 643824 765.0000000001
"886" 644595 770.999999999958
"887" 645368 773.000000000025
"888" 646118 750
"889" 646868 750
"890" 647621 752.999999999929
"891" 648349 728.000000000065
"892" 649079 730.000000000018
"893" 649791 711.999999999989
"894" 650503 711.999999999989
"895" 651231 727.999999999952
"896" 651951 720.000000000027
"897" 652683 731.999999999971
"898" 653436 753.000000000043
"899" 654223 787.000000000035
"900" 655049 825.999999999908
"901" 655838 788.999999999987
"902" 656632 794.000000000096
"903" 657440 807.999999999993
"904" 658250 809.999999999945
"905" 659027 777.000000000044
"906" 659794 766.999999999939
"907" 660581 787.000000000035
"908" 661375 793.999999999983
"909" 662134 759.000000000015
"910" 662907 773.000000000025
"911" 663707 799.999999999955
"912" 664460 753.000000000043
"913" 665227 766.999999999939
"914" 666002 775.000000000091
"915" 666752 750
"916" 667505 752.999999999929
"917" 668258 753.000000000043
"918" 669017 759.000000000015
"919" 669755 737.999999999943
"920" 670479 724.000000000046
"921" 671188 708.999999999946
"922" 671883 695.00000000005
"923" 672568 684.999999999945
"924" 673247 678.999999999974
"925" 673911 664.000000000101
"926" 674555 644.000000000005
"927" 675191 635.999999999967
"928" 675810 619.000000000028
"929" 676554 743.999999999915
"930" 677263 709.00000000006
"931" 677964 701.000000000022
"932" 678641 676.999999999907
"933" 679326 685.000000000059
"934" 679995 668.999999999983
"935" 680659 663.999999999987
"936" 681301 642.000000000053
"937" 681929 627.999999999929
"938" 682556 627.000000000066
"939" 683190 634.000000000015
"940" 683850 659.999999999968
"941" 684557 706.999999999994
"942" 685260 702.999999999975
"943" 685957 697.000000000003
"944" 686648 691.000000000031
"945" 687349 701.000000000022
"946" 688083 733.999999999924
"947" 688793 710.000000000036
"948" 689507 714.000000000055
"949" 690219 711.999999999989
"950" 690949 730.000000000018
"951" 691704 754.999999999995
"952" 692414 709.999999999923
"953" 693140 725.999999999999
"954" 693880 740.000000000009
"955" 694657 777.000000000044
"956" 695410 752.999999999929
"957" 696156 746.000000000095
"958" 696921 764.999999999986
"959" 697702 780.999999999949
"960" 698473 771.000000000072
"961" 699221 747.999999999934
"962" 699963 741.999999999962
"963" 700716 753.000000000043
"964" 701495 778.999999999996
"965" 702245 750
"966" 702997 752.000000000066
"967" 703778 780.999999999949
"968" 704582 803.999999999974
"969" 705359 777.000000000044
"970" 706130 770.999999999958
"971" 706923 793.000000000006
"972" 707725 802.000000000021
"973" 708486 760.999999999967
"974" 709249 763.000000000034
"975" 710012 763.000000000034
"976" 710793 780.999999999949
"977" 711552 759.000000000015
"978" 712327 774.999999999977
"979" 713114 787.000000000035
"980" 713879 764.999999999986
"981" 714638 759.000000000015
"982" 715417 778.999999999996
"983" 716190 773.000000000025
"984" 716936 745.999999999981
"985" 717689 752.999999999929
"986" 718444 754.999999999995
"987" 719203 759.000000000015
"988" 719960 757.000000000062
"989" 720719 759.000000000015
"990" 721482 762.99999999992
"991" 722210 728.000000000065
"992" 722944 733.999999999924
"993" 723672 728.000000000065
"994" 724416 744.000000000028
"995" 725158 741.999999999962
"996" 725919 760.999999999967
"997" 726708 788.999999999987
"998" 727479 771.000000000072
"999" 728273 793.999999999983
"1000" 729093 820
"1001" 729886 793
"1002" 730659 773
"1003" 731446 787
"1004" 732233 787
"1005" 732985 752
"1006" 733737 752
"1007" 734487 750
"1008" 735254 767
"1009" 736007 753
"1010" 736780 773
"1011" 737576 796
"1012" 738374 798
"1013" 739135 761
"1014" 739914 779
"1015" 740699 785
"1016" 741458 759
"1017" 742210 752
"1018" 742965 755
"1019" 743738 773
"1020" 744484 746
"1021" 745237 753
"1022" 745996 759
"1023" 746749 753
"1024" 747493 744
"1025" 748250 757
"1026" 749025 775
"1027" 749788 763
"1028" 750567 779
"1029" 751367 800
"1030" 752169 802
"1031" 752930 761
"1032" 753701 771
"1033" 754478 777
"1034" 755233 755
"1035" 755992 759
"1036" 756763 771
